frame,distance,p3_action_frame,p3_controller_c_stick_x,p3_controller_c_stick_y,p3_controller_l_shoulder,p3_controller_r_shoulder,p3_controller_main_stick_x,p3_controller_main_stick_y,p3_button_button_a,p3_button_button_b,p3_button_button_x,p3_button_button_y,p3_button_button_z,p3_button_button_l,p3_button_button_r,p3_button_button_start,p3_button_button_d_up,p3_button_button_d_down,p3_button_button_d_left,p3_button_button_d_right,p3_ecb_bottom_x,p3_ecb_bottom_y,p3_ecb_left_x,p3_ecb_left_y,p3_ecb_right_x,p3_ecb_right_y,p3_ecb_top_x,p3_ecb_top_y,p3_facing,p3_hitlag_left,p3_hitstun_frames_left,p3_iasa,p3_invulnerability_left,p3_invulnerable,p3_jumps_left,p3_moonwalkwarning,p3_nana,p3_off_stage,p3_on_ground,p3_percent,p3_position_x,p3_position_y,p3_shield_strength,p3_speed_air_x_self,p3_speed_ground_x_self,p3_speed_x_attack,p3_speed_y_self,p3_stock,p4_action_frame,p4_controller_c_stick_x,p4_controller_c_stick_y,p4_controller_l_shoulder,p4_controller_r_shoulder,p4_controller_main_stick_x,p4_controller_main_stick_y,p4_button_button_a,p4_button_button_b,p4_button_button_x,p4_button_button_y,p4_button_button_z,p4_button_button_l,p4_button_button_r,p4_button_button_start,p4_button_button_d_up,p4_button_button_d_down,p4_button_button_d_left,p4_button_button_d_right,p4_ecb_bottom_x,p4_ecb_bottom_y,p4_ecb_left_x,p4_ecb_left_y,p4_ecb_right_x,p4_ecb_right_y,p4_ecb_top_x,p4_ecb_top_y,p4_facing,p4_hitlag_left,p4_hitstun_frames_left,p4_iasa,p4_invulnerability_left,p4_invulnerable,p4_jumps_left,p4_moonwalkwarning,p4_nana,p4_off_stage,p4_on_ground,p4_percent,p4_position_x,p4_position_y,p4_shield_strength,p4_speed_air_x_self,p4_speed_ground_x_self,p4_speed_x_attack,p4_speed_y_self,p4_stock,proj0_frame,proj0_owner,proj0_position_x,proj0_position_y,proj0_speed_x,proj0_speed_y,proj1_frame,proj1_owner,proj1_position_x,proj1_position_y,proj1_speed_x,proj1_speed_y,stage,p3_action,p3_character,p4_action,p4_character
5037,49.61420498141132,20,0.5,0.5,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,29,16.91526222229004,0.008899999782443047,60.0,0.0,0.0,0.0,0.0,1,1,0.5,0.5,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3,15,False,0,False,6,False,False,False,True,76,66.52946472167969,0.008899999782443047,57.50186538696289,0.0,0.0,1.174277424812317,0.0,3,,,,,,,,,,,,,DREAMLAND,NEUTRAL_B_FULL_CHARGE,SHEIK,DAMAGE_HIGH_2,JIGGLYPUFF
5052,56.689804080793486,35,0.5,0.5,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,29,16.91526222229004,0.008899999782443047,60.0,0.0,0.0,0.0,0.0,1,14,0.5,0.5,0.0,0.0,0.3062500059604645,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,2,False,0,False,6,False,False,False,True,76,73.60506439208984,0.008899999782443047,58.55186080932617,0.0,0.0,0.004277050495147705,0.0,3,,,,,,,,,,,,,DREAMLAND,NEUTRAL_B_FULL_CHARGE,SHEIK,DAMAGE_HIGH_2,JIGGLYPUFF
5067,53.0064232730631,1,0.5,0.5,0.0,0.0,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,29,19.115270614624023,0.008899999782443047,60.0,0.0,0.0,0.0,0.0,1,15,0.5,0.5,0.0,0.0,0.2874999940395355,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,False,6,False,False,False,True,76,72.12169647216797,0.008899999782443047,59.60185623168945,-0.295651376247406,-0.295651376247406,0.0,-0.0,3,,,,,,,,,,,,,DREAMLAND,NEUTRAL_B_CHARGING,SHEIK,WALK_MIDDLE,JIGGLYPUFF
5082,48.546098018404116,16,0.5,0.5,0.0,0.0,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,29,22.11528205871582,0.008899999782443047,60.0,0.0,0.0,0.0,0.0,1,25,0.5,0.5,0.0,0.0,0.28125,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,False,6,False,False,False,True,76,70.661376953125,0.008899999782443047,60.0,-0.29991576075553894,-0.29991576075553894,0.0,-0.0,3,,,,,,,,,,,,,DREAMLAND,NEUTRAL_B_CHARGING,SHEIK,WALK_MIDDLE,JIGGLYPUFF
5097,43.96864311243227,3,0.5,0.5,0.3499999940395355,0.3499999940395355,0.5,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,29,25.115293502807617,0.008899999782443047,60.0,0.0,0.0,0.0,0.0,1,36,0.5,0.5,0.0,0.0,0.28125,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,False,6,False,False,False,True,76,69.08393859863281,0.008899999782443047,60.0,-0.3062017261981964,-0.3062017261981964,0.0,-0.0,3,,,,,,,,,,,,,DREAMLAND,NEUTRAL_B_ATTACKING,SHEIK,WALK_MIDDLE,JIGGLYPUFF
5112,38.39144853105311,3,0.5,0.5,0.0,0.0,0.7437499761581421,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,29,29.09881019592285,0.008899999782443047,60.0,0.3286750018596649,0.32867497205734253,0.0,0.0,1,2,0.5,0.5,0.0,0.0,0.28125,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,False,6,False,False,False,True,76,67.4902572631836,0.008899999782443047,60.0,-0.3062496781349182,-0.3062496483325958,0.0,-0.0,3,,,,,,,,,,,,,DREAMLAND,WALK_SLOW,SHEIK,WALK_MIDDLE,JIGGLYPUFF
5127,26.234932198892164,25,0.5,0.5,0.0,0.0,0.7250000238418579,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,29,39.66150665283203,0.008899999782443047,60.0,0.5400000810623169,0.5400000214576721,0.0,0.0,1,12,0.5,0.5,0.0,0.0,0.28125,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,False,6,False,False,False,True,76,65.89643859863281,0.008899999782443047,60.0,-0.3062500059604645,-0.3062499761581421,0.0,-0.0,3,,,,,,,,,,,,,DREAMLAND,WALK_MIDDLE,SHEIK,WALK_MIDDLE,JIGGLYPUFF
5142,36.74446074591125,1,0.5,0.5,0.0,0.0,0.706250011920929,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,29,30.583181381225586,0.008899999782443047,60.0,-0.6594843864440918,-0.6594842672348022,0.0,0.0,1,-1,0.5,0.5,1.0,1.0,0.30000001192092896,0.34375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,10,False,0,False,6,False,False,False,True,76,67.32764434814453,0.008899999782443047,57.760009765625,0.0,0.0,0.0,0.0,3,,,,,,,,,,,,,DREAMLAND,WALK_MIDDLE,SHEIK,SHIELD,JIGGLYPUFF
5157,34.79842378401014,13,0.5,0.5,0.0,0.0,0.6812499761581421,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,29,35.5291748046875,0.008899999782443047,60.0,0.3671490550041199,0.3671490252017975,0.0,0.0,1,-1,0.5,0.5,1.0,1.0,0.3062500059604645,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,25,False,0,False,6,False,False,False,True,76,70.32759857177734,0.008899999782443047,53.560028076171875,0.0,0.0,0.0,0.0,3,,,,,,,,,,,,,DREAMLAND,WALK_SLOW,SHEIK,SHIELD,JIGGLYPUFF
5172,33.505011795695395,4,0.5,0.5,1.0,1.0,0.26875001192092896,0.15625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,29,39.822540283203125,0.008899999782443047,60.0,-1.5428440570831299,-1.5428438186645508,0.0,0.0,1,-1,0.5,0.5,1.0,1.0,0.30000001192092896,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,40,False,0,False,6,False,False,False,True,76,73.32755279541016,0.008899999782443047,49.36004638671875,0.0,0.0,0.0,0.0,3,,,,,,,,,,,,,DREAMLAND,LANDING_SPECIAL,SHEIK,SHIELD,JIGGLYPUFF
5187,37.26789497803371,6,0.5,0.5,0.0,0.0,0.7875000238418579,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,29,35.57239532470703,0.008899999782443047,60.0,0.3719850778579712,0.3719850480556488,0.0,0.0,1,3,0.5,0.19999998807907104,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,False,5,False,False,False,False,76,72.73750305175781,2.774899959564209,48.45076370239258,-1.350000023841858,0.0,0.0,0.8579999208450317,3,,,,,,,,,,,,,DREAMLAND,WALK_SLOW,SHEIK,DAIR,JIGGLYPUFF
5202,22.38245732157113,19,0.5,0.5,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,29,34.56679153442383,0.008899999782443047,60.0,-0.7328401803970337,-0.7328400611877441,0.0,0.0,1,18,0.5,0.5,0.3499999940395355,0.3499999940395355,0.0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,False,5,False,False,False,False,76,55.487510681152344,7.964898109436035,49.50075912475586,-1.350000023841858,0.0,0.0,-0.10200020670890808,3,,,,,,,,,,,,,DREAMLAND,LANDING_SPECIAL,SHEIK,DAIR,JIGGLYPUFF
5217,8.417142143290178,6,0.5,0.5,1.0,1.0,0.13124999403953552,0.3125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,13,False,0,False,2,False,False,False,True,31,32.15907669067383,0.008899999782443047,60.0,0.0,0.0,0.0,0.0,1,31,0.5,0.5,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,False,5,False,False,False,False,76,40.537540435791016,0.8148946166038513,50.55075454711914,-1.350000023841858,0.0,0.0,-0.9340003132820129,3,,,,,,,,,,,,,DREAMLAND,DAMAGE_NEUTRAL_2,SHEIK,DAIR,JIGGLYPUFF
5232,6.938445980426094,3,0.5,0.5,1.0,1.0,0.07499998807907104,0.24375000596046448,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,31,32.4590950012207,0.008899999782443047,60.0,0.0,0.0,0.0,0.0,1,28,0.5,0.5,0.0,0.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,False,6,False,False,False,True,76,39.39754104614258,0.008899999782443047,51.60074996948242,0.0,0.0,0.0,0.0,3,,,,,,,,,,,,,DREAMLAND,KNEE_BEND,SHEIK,DAIR_LANDING,JIGGLYPUFF
5247,32.77614429376379,15,0.5,0.5,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,1,False,False,False,False,31,27.909103393554688,29.40890884399414,60.0,-0.23999997973442078,0.0,0.0,1.1200006008148193,1,8,0.5,0.5,0.0,0.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,False,6,False,False,False,True,76,42.397552490234375,0.008899999782443047,52.6507453918457,0.0,0.0,0.0,0.0,3,,,,,,,,,,,,,DREAMLAND,JUMPING_BACKWARD,SHEIK,CROUCHING,JIGGLYPUFF
5262,26.49381630203723,30,0.5,0.5,0.0,0.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,1,False,False,False,False,31,30.341611862182617,21.808914184570312,60.0,0.0,0.0,0.0,-3.0,1,23,0.5,0.5,0.0,0.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,False,6,False,False,False,True,76,45.39756393432617,0.008899999782443047,53.700740814208984,0.0,0.0,0.0,0.0,3,,,,,,,,,,,,,DREAMLAND,JUMPING_BACKWARD,SHEIK,CROUCHING,JIGGLYPUFF
5277,25.869747494887125,16,0.5,0.5,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,31,22.527828216552734,0.008899999782443047,60.0,-0.9502186179161072,-0.9502184987068176,0.0,0.0,1,-1,0.5,0.5,1.0,1.0,0.5,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,14,False,0,False,6,False,False,False,True,76,48.39757537841797,0.008899999782443047,49.780757904052734,0.0,0.0,0.0,0.0,3,,,,,,,,,,,,,DREAMLAND,LANDING_SPECIAL,SHEIK,SHIELD,JIGGLYPUFF
5292,31.042152540940197,11,0.5,0.5,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,31,20.35543441772461,0.008899999782443047,60.0,0.0,0.0,0.0,0.0,1,-1,0.5,0.5,1.0,1.0,0.5,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,29,False,0,False,6,False,False,False,True,76,51.397586822509766,0.008899999782443047,45.58077621459961,0.0,0.0,0.0,0.0,3,,,,,,,,,,,,,DREAMLAND,STANDING,SHEIK,SHIELD,JIGGLYPUFF
5307,24.63781466812943,26,0.5,0.5,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,31,23.355445861816406,0.008899999782443047,60.0,0.0,0.0,0.0,0.0,1,2,0.5,0.5,0.3499999940395355,0.3499999940395355,0.0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,False,5,False,False,False,False,76,47.4076042175293,5.3488993644714355,44.95077896118164,-1.350000023841858,0.0,0.0,0.7299998998641968,3,,,,,,,,,,,,,DREAMLAND,STANDING,SHEIK,FAIR,JIGGLYPUFF
5322,19.775801789707067,28,0.5,0.5,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,31,12.132536888122559,0.008899999782443047,60.0,-0.9392544627189636,-0.9392543435096741,0.0,0.0,1,17,0.5,0.5,0.3499999940395355,0.3499999940395355,0.706250011920929,0.050000011920928955,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,False,5,False,False,False,False,76,30.535383224487305,7.24889612197876,46.00077438354492,-1.055999994277954,0.0,0.0,-1.600000023841858,3,,,,,,,,,,,,,DREAMLAND,LANDING_SPECIAL,SHEIK,FAIR,JIGGLYPUFF
5337,13.407644203800425,7,0.5,0.5,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,31,8.680736541748047,0.008899999782443047,60.0,0.0,0.0,0.0,0.0,1,2,0.5,0.5,1.0,1.0,0.5,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,False,6,False,False,False,True,76,22.088380813598633,0.008899927139282227,47.0507698059082,0.0,0.0,0.0,0.0,3,,,,,,,,,,,,,DREAMLAND,GRAB_PULLING,SHEIK,GRAB_PULL,JIGGLYPUFF
5352,7.3500004567256445,14,0.5,0.5,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,31,8.680736541748047,0.008899999782443047,60.0,0.0,0.0,0.0,0.0,1,25,0.5,0.5,1.0,1.0,0.5,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,15,False,0,False,6,False,False,False,True,76,16.030736923217773,0.008899927139282227,48.100765228271484,0.0,0.0,0.0,0.0,3,,,,,,,,,,,,,DREAMLAND,GRAB_WAIT,SHEIK,GRABBED,JIGGLYPUFF
5367,0.47650008496406815,14,0.5,0.0,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,31,8.680736541748047,0.008899999782443047,60.0,0.0,0.0,0.0,0.0,1,14,0.5,0.5,0.0,0.0,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,6,False,False,False,True,76,8.663385391235352,0.48508405685424805,49.150760650634766,0.0,0.0,0.0,0.0,3,,,,,,,,,,,,,DREAMLAND,THROW_DOWN,SHEIK,THROWN_DOWN,JIGGLYPUFF
5382,1.3691324840526737,29,0.5,0.0062499940395355225,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,31,8.680736541748047,0.008899999782443047,60.0,0.0,0.0,0.0,0.0,1,29,0.5,0.012499988079071045,0.0,0.0,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,6,False,False,False,True,76,8.650221824645996,-1.3598923683166504,50.20075607299805,0.0,0.0,0.0,0.0,3,,,,,,,,,,,,,DREAMLAND,THROW_DOWN,SHEIK,THROWN_DOWN,JIGGLYPUFF
5397,14.46189451013475,41,0.5,0.5,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,31,8.680736541748047,0.008899999782443047,60.0,0.0,0.0,0.0,0.0,1,7,0.5,0.012499988079071045,0.0,0.0,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,31,False,0,False,5,False,False,False,False,84,15.653182029724121,12.678997993469238,51.25075149536133,0.0,0.0,1.1548759937286377,-0.3840000331401825,3,,,,,,,,,,,,,DREAMLAND,THROW_DOWN,SHEIK,DAMAGE_FLY_TOP,JIGGLYPUFF
5412,34.64049109130636,56,0.5,0.5,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,31,8.680736541748047,0.008899999782443047,60.0,0.0,0.0,0.0,0.0,1,22,0.5,0.5,0.0,0.0,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,16,False,0,False,5,False,False,False,False,84,30.154468536376953,27.190555572509766,52.30074691772461,0.0,0.0,0.8021445870399475,-1.2999999523162842,3,,,,,,,,,,,,,DREAMLAND,THROW_DOWN,SHEIK,DAMAGE_FLY_TOP,JIGGLYPUFF
5427,17.65223613114462,5,1.0,0.5,0.0,0.0,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,False,1,False,False,False,False,31,22.900737762451172,19.048904418945312,60.0,1.1200002431869507,0.0,0.0,1.9600006341934204,1,37,0.5,0.5,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,1,False,0,False,5,False,False,False,False,84,39.36478805541992,25.415733337402344,53.35074234008789,0.0,0.0,0.44941359758377075,-1.2999999523162842,3,,,,,,,,,,,,,DREAMLAND,FAIR,SHEIK,DAMAGE_FLY_TOP,JIGGLYPUFF
5442,54.29321705304218,14,0.5,0.5,0.0,0.0,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,False,1,False,False,False,False,31,31.220741271972656,31.288909912109375,60.0,0.800000011920929,0.0,0.0,0.8800005912780762,1,9,0.5,0.5,0.0,0.0,0.16249999403953552,0.13749998807907104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,49,False,0,False,5,False,False,True,False,96,85.41827392578125,28.066980361938477,54.40073776245117,0.0,0.0,3.792398452758789,-0.5120000243186951,3,,,,,,,,,,,,,DREAMLAND,FAIR,SHEIK,DAMAGE_FLY_HIGH,JIGGLYPUFF
5457,95.54789579381118,1,0.5,0.5,0.0,0.0,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,1,False,0,False,2,False,False,False,True,31,40.908233642578125,30.242599487304688,60.0,0.447500079870224,0.447500079870224,0.0,0.0,1,24,0.5,0.5,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,34,False,0,False,5,False,False,True,False,96,136.4075469970703,27.19605827331543,55.45073318481445,0.0,0.0,3.0553131103515625,-1.2999999523162842,3,,,,,,,,,,,,,DREAMLAND,WALK_SLOW,SHEIK,DAMAGE_FLY_HIGH,JIGGLYPUFF
5472,125.5913473271049,3,0.5,0.5,0.0,0.0,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,31,51.27251434326172,30.242599487304688,60.0,0.36540716886520386,0.36540716886520386,0.0,0.0,1,39,0.5,0.5,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,19,False,0,False,5,False,False,True,False,96,176.34056091308594,18.789649963378906,56.500728607177734,0.0,0.0,2.318227767944336,-1.2999999523162842,3,,,,,,,,,,,,,DREAMLAND,LASER_GUN_PULL,SHEIK,DAMAGE_FLY_HIGH,JIGGLYPUFF
5487,154.9888541859543,11,0.5,0.5,0.0,0.0,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,31,51.93414306640625,30.242599487304688,60.0,0.0,0.0,0.0,0.0,1,54,0.5,0.5,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,4,False,0,False,5,False,False,True,False,96,205.21728515625,7.311740398406982,57.550724029541016,0.0,0.0,1.5811424255371094,-1.2999999523162842,3,,,,,,,,,,,,,DREAMLAND,NEUTRAL_B_CHARGING,SHEIK,DAMAGE_FLY_HIGH,JIGGLYPUFF
5502,162.48712689394813,8,0.5,0.5,0.0,0.0,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,31,51.93414306640625,30.242599487304688,60.0,0.0,0.0,0.0,0.0,1,2,0.5,0.5,0.0,0.0,0.21875,0.90625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,False,4,False,False,True,False,97,211.28466796875,-1.5296554565429688,58.6007194519043,-0.45520004630088806,0.0,0.8440568447113037,1.5219999551773071,3,,,,,,,,,,,,,DREAMLAND,NEUTRAL_B_CHARGING,SHEIK,LASER_GUN_PULL,JIGGLYPUFF
5517,150.47013563744136,5,0.5,0.5,0.0,0.0,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,31,51.93414306640625,30.242599487304688,60.0,0.0,0.0,0.0,0.0,1,11,0.0062499940395355225,0.5,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,False,4,False,False,True,False,97,201.68026733398438,15.499458312988281,59.65071487426758,-1.350000023841858,0.0,0.1069706454873085,0.5619997978210449,3,,,,,,,,,,,,,DREAMLAND,NEUTRAL_B_CHARGING,SHEIK,FAIR,JIGGLYPUFF
5532,130.31403626192767,2,0.5,0.5,0.0,0.0,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,31,51.93414306640625,30.242599487304688,60.0,0.0,0.0,0.0,0.0,1,26,0.5,0.5,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,False,4,False,False,True,False,97,181.4967041015625,16.26793670654297,60.0,-1.350000023841858,0.0,0.0,-0.3980003297328949,3,,,,,,,,,,,,,DREAMLAND,NEUTRAL_B_CHARGING,SHEIK,FAIR,JIGGLYPUFF
5547,113.31899371216416,17,0.5,0.5,0.0,0.0,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,31,51.93414306640625,30.242599487304688,60.0,0.0,0.0,0.0,0.0,1,5,0.0062499940395355225,0.5,0.3499999940395355,0.3499999940395355,0.018750011920928955,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,False,3,False,False,True,False,97,164.7999267578125,20.11793327331543,60.0,-1.2993749380111694,0.0,0.0,1.1419999599456787,3,,,,,,,,,,,,,DREAMLAND,NEUTRAL_B_CHARGING,SHEIK,FAIR,JIGGLYPUFF
5562,92.4181595301351,1,0.5,0.5,0.0,0.0,0.75,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,31,52.1341438293457,30.242599487304688,60.0,0.20000000298023224,0.20000000298023224,0.0,0.0,1,20,0.025000005960464478,0.5,0.3499999940395355,0.3499999940395355,0.0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,False,3,False,False,True,False,97,144.54983520507812,29.56793212890625,60.0,-1.350000023841858,0.0,0.0,0.1819998025894165,3,,,,,,,,,,,,,DREAMLAND,WALK_SLOW,SHEIK,FAIR,JIGGLYPUFF
5577,69.32085091149524,9,0.5,0.5,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,31,55.743770599365234,30.242599487304688,60.0,0.0,0.0,0.0,0.0,1,35,0.5,0.5,0.0,0.0,0.0062499940395355225,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,False,3,False,False,True,False,97,124.83605194091797,24.617929458618164,60.0,-1.3331249952316284,0.0,0.0,-0.7780002951622009,3,,,,,,,,,,,,,DREAMLAND,STANDING,SHEIK,FAIR,JIGGLYPUFF
