frame,distance,p3_action_frame,p3_controller_c_stick_x,p3_controller_c_stick_y,p3_controller_l_shoulder,p3_controller_r_shoulder,p3_controller_main_stick_x,p3_controller_main_stick_y,p3_button_button_a,p3_button_button_b,p3_button_button_x,p3_button_button_y,p3_button_button_z,p3_button_button_l,p3_button_button_r,p3_button_button_start,p3_button_button_d_up,p3_button_button_d_down,p3_button_button_d_left,p3_button_button_d_right,p3_ecb_bottom_x,p3_ecb_bottom_y,p3_ecb_left_x,p3_ecb_left_y,p3_ecb_right_x,p3_ecb_right_y,p3_ecb_top_x,p3_ecb_top_y,p3_facing,p3_hitlag_left,p3_hitstun_frames_left,p3_iasa,p3_invulnerability_left,p3_invulnerable,p3_jumps_left,p3_moonwalkwarning,p3_nana,p3_off_stage,p3_on_ground,p3_percent,p3_position_x,p3_position_y,p3_shield_strength,p3_speed_air_x_self,p3_speed_ground_x_self,p3_speed_x_attack,p3_speed_y_self,p3_stock,p4_action_frame,p4_controller_c_stick_x,p4_controller_c_stick_y,p4_controller_l_shoulder,p4_controller_r_shoulder,p4_controller_main_stick_x,p4_controller_main_stick_y,p4_button_button_a,p4_button_button_b,p4_button_button_x,p4_button_button_y,p4_button_button_z,p4_button_button_l,p4_button_button_r,p4_button_button_start,p4_button_button_d_up,p4_button_button_d_down,p4_button_button_d_left,p4_button_button_d_right,p4_ecb_bottom_x,p4_ecb_bottom_y,p4_ecb_left_x,p4_ecb_left_y,p4_ecb_right_x,p4_ecb_right_y,p4_ecb_top_x,p4_ecb_top_y,p4_facing,p4_hitlag_left,p4_hitstun_frames_left,p4_iasa,p4_invulnerability_left,p4_invulnerable,p4_jumps_left,p4_moonwalkwarning,p4_nana,p4_off_stage,p4_on_ground,p4_percent,p4_position_x,p4_position_y,p4_shield_strength,p4_speed_air_x_self,p4_speed_ground_x_self,p4_speed_x_attack,p4_speed_y_self,p4_stock,proj0_frame,proj0_owner,proj0_position_x,proj0_position_y,proj0_speed_x,proj0_speed_y,proj1_frame,proj1_owner,proj1_position_x,proj1_position_y,proj1_speed_x,proj1_speed_y,stage,p3_action,p3_character,p4_action,p4_character
1197,16.774656453146626,3,0.5,0.5,0.0,0.0,0.050000011920928955,0.2874999940395355,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,False,2,False,False,False,True,0,31.184478759765625,0.008899999782443047,60.0,-1.2200002670288086,-1.220000147819519,0.0,0.0,3,6,0.5,0.5,0.0,0.0,0.0062499940395355225,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,14,0,0,False,5,False,False,False,False,58,40.361610412597656,14.050600051879883,35.40359878540039,-1.3331249952316284,0.0,0.0,-1.2999999523162842,4,,,,,,,,,,,,,DREAMLAND,KNEE_BEND,SHEIK,BAIR,JIGGLYPUFF
1212,11.1788767394694,5,0.5,0.5,0.0,0.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,False,2,False,False,False,True,0,13.985864639282227,0.008899999782443047,60.0,-0.6688705682754517,-0.6688705086708069,0.0,0.0,3,12,0.5,0.5,0.3499999940395355,0.3499999940395355,0.0062499940395355225,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,14,False,0,False,6,False,False,False,True,58,25.16474151611328,0.008899999782443047,36.45359420776367,-0.6131251454353333,-0.6131250262260437,0.0,0.0,4,,,,,,,,,,,,,DREAMLAND,CROUCH_START,SHEIK,BAIR_LANDING,JIGGLYPUFF
1227,11.861104766184896,11,0.5,0.5,0.0,0.0,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,False,2,False,False,False,True,0,14.514898300170898,0.008899999782443047,60.0,0.0,0.0,0.0,0.0,3,3,0.5,0.5,0.0,0.0,0.34375,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,6,False,False,False,True,58,26.37600326538086,0.008899999782443047,37.50358963012695,0.0,0.0,0.0,0.0,4,,,,,,,,,,,,,DREAMLAND,DOWNSMASH,SHEIK,CROUCHING,JIGGLYPUFF
1242,19.243894723544383,21,0.5,0.5,0.0,0.0,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,False,2,False,False,False,True,0,16.5148983001709,0.008899999782443047,60.0,0.0,0.0,0.0,0.0,3,-1,0.5,0.5,1.0,1.0,0.5,0.012499988079071045,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,2,False,0,False,6,False,False,False,True,68,35.758792877197266,0.008899999782443047,37.78358840942383,0.0,0.0,0.8614680767059326,0.0,4,,,,,,,,,,,,,DREAMLAND,DOWNSMASH,SHEIK,SHIELD_START,JIGGLYPUFF
1257,20.224596454758064,36,0.5,0.5,1.0,1.0,0.5,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,False,2,False,False,False,True,0,19.314908981323242,0.008899999782443047,60.0,0.0,0.0,0.0,0.0,3,1,0.5,0.03749999403953552,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,False,5,False,False,False,False,68,39.322021484375,2.966899871826172,36.71145248413086,-1.2599999904632568,0.0,0.0,0.9219999313354492,4,,,,,,,,,,,,,DREAMLAND,DOWNSMASH,SHEIK,DAIR,JIGGLYPUFF
1272,13.489368915203881,2,0.5,0.5,1.0,1.0,0.025000005960464478,0.3499999940395355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,14,False,0,False,2,False,False,False,True,3,14.514909744262695,0.008899986743927002,60.0,0.0,0.0,0.0,0.0,3,12,0.5,0.5,0.3499999940395355,0.3499999940395355,0.5,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,False,5,False,False,False,False,68,24.672653198242188,8.884897232055664,37.76144790649414,-1.23312509059906,0.0,0.0,0.21799981594085693,4,,,,,,,,,,,,,DREAMLAND,DAMAGE_NEUTRAL_2,SHEIK,DAIR,JIGGLYPUFF
1287,12.670872508704203,2,0.5,0.5,1.0,1.0,0.0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,15,False,0,False,2,False,False,False,True,9,5.664909362792969,0.008899999782443047,60.0,0.0,0.0,0.0,0.0,3,21,0.5,0.5,0.3499999940395355,0.3499999940395355,0.5,0.15625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,False,5,False,False,False,False,68,18.06490135192871,2.614896774291992,38.81144332885742,-0.6418749690055847,0.0,0.0,-1.600000023841858,4,,,,,,,,,,,,,DREAMLAND,DAMAGE_LOW_2,SHEIK,DAIR,JIGGLYPUFF
1302,10.229984372482221,-1,0.5,0.5,1.0,1.0,0.0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,9,5.664909362792969,0.008899999782443047,60.0,0.0,0.0,0.0,0.0,3,26,0.5,0.5,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,False,6,False,False,False,True,68,15.894893646240234,0.008899999782443047,39.8614387512207,0.0,0.0,0.0,0.0,4,,,,,,,,,,,,,DREAMLAND,SHIELD_START,SHEIK,DAIR_LANDING,JIGGLYPUFF
1317,10.279983581648603,3,0.5,0.5,1.0,1.0,0.0,0.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,9,5.664909362792969,0.008899999782443047,56.57001495361328,0.0,0.0,0.0,0.0,3,-2,0.5,0.5,1.0,1.0,0.5,0.0062499940395355225,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,2,False,0,False,6,False,False,False,True,68,15.944892883300781,0.008899999782443047,40.72429275512695,0.0,0.0,0.0,0.0,4,,,,,,,,,,,,,DREAMLAND,KNEE_BEND,SHEIK,SHIELD_REFLECT,JIGGLYPUFF
1332,36.88845590033469,15,0.5,0.5,1.0,1.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,1,False,False,False,False,9,-6.3350911140441895,29.40890884399414,57.62001037597656,-0.800000011920929,0.0,0.0,1.1200006008148193,3,11,0.5,0.5,1.0,1.0,0.5,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,False,6,False,False,False,True,68,15.944892883300781,0.008899999782443047,40.094295501708984,0.0,0.0,0.0,0.0,4,,,,,,,,,,,,,DREAMLAND,JUMPING_BACKWARD,SHEIK,GRAB,JIGGLYPUFF
1347,46.67060908058866,30,0.5,0.5,0.0,0.0,0.125,0.18125000596046448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,1,False,False,False,False,9,-18.215091705322266,31.808917999267578,58.670005798339844,-0.7199999690055847,0.0,0.0,-0.6799994111061096,3,26,0.5,0.5,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,False,6,False,False,False,True,68,15.944892883300781,0.008899999782443047,41.144290924072266,0.0,0.0,0.0,0.0,4,,,,,,,,,,,,,DREAMLAND,JUMPING_BACKWARD,SHEIK,GRAB,JIGGLYPUFF
1362,40.03998550765378,3,0.5,0.5,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,9,-24.095094680786133,0.008899999782443047,59.720001220703125,-0.03999993950128555,-0.039999932050704956,0.0,0.0,3,10,0.5,0.5,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,False,6,False,False,False,True,68,15.944892883300781,0.008899999782443047,42.19428634643555,0.0,0.0,0.0,0.0,4,,,,,,,,,,,,,DREAMLAND,LANDING,SHEIK,SWORD_DANCE_3_LOW_AIR,JIGGLYPUFF
1377,41.654682195740314,25,0.5,0.5,0.0,0.0,0.90625,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,9,-35.25481033325195,0.008899999782443047,60.0,-0.6746973395347595,-0.67469722032547,0.0,0.0,3,25,0.5,0.5,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,False,6,False,False,False,True,68,6.399871349334717,0.008899999782443047,43.24428176879883,-0.30961325764656067,-0.3096132278442383,0.0,0.0,4,,,,,,,,,,,,,DREAMLAND,LANDING_SPECIAL,SHEIK,SWORD_DANCE_3_LOW_AIR,JIGGLYPUFF
1392,30.792347103407344,21,0.5,0.5,0.0,0.0,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,1,False,0,False,2,False,False,False,True,9,-28.436325073242188,0.008899999782443047,60.0,0.9588639736175537,0.9588638544082642,0.0,0.0,3,40,0.5,0.5,0.0,0.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,False,6,False,False,False,True,68,2.3560214042663574,0.008899999782443047,44.29427719116211,-0.1965666115283966,-0.19656658172607422,0.0,0.0,4,,,,,,,,,,,,,DREAMLAND,WALK_MIDDLE,SHEIK,SWORD_DANCE_3_LOW_AIR,JIGGLYPUFF
1407,23.67710724972212,14,0.5,0.5,0.0,0.0,0.96875,0.33125001192092896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,1,0,0,False,2,False,False,False,True,9,-21.81924057006836,0.008899999782443047,60.0,0.0,0.0,0.0,0.0,3,3,0.5,0.5,0.0,0.0,0.11250001192092896,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,False,6,False,False,False,True,68,1.8578667640686035,0.008899999782443047,45.34427261352539,0.0,0.0,0.0,0.0,4,,,,,,,,,,,,,DREAMLAND,FTILT_MID,SHEIK,CROUCHING,JIGGLYPUFF
1422,23.080255222859726,-1,0.5,0.5,1.0,1.0,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,2,False,0,False,2,False,False,False,True,9,-21.81924057006836,0.008899999782443047,59.44000244140625,0.0,0.0,0.0,0.0,3,11,0.5,0.5,0.0,0.0,0.0062499940395355225,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,False,6,False,False,False,True,68,1.2610142230987549,0.008899999782443047,46.39426803588867,0.0,0.0,0.0,0.0,4,,,,,,,,,,,,,DREAMLAND,SHIELD_START,SHEIK,SWORD_DANCE_3_LOW_AIR,JIGGLYPUFF
1437,22.672070177054437,-1,0.5,0.5,1.0,1.0,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,3,False,0,False,2,False,False,False,True,9,-26.04324722290039,0.008899999782443047,36.76000213623047,-0.24800020456314087,-0.24800018966197968,0.0,0.0,3,20,0.5,0.5,0.0,0.0,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,False,6,False,False,False,True,68,-3.37117862701416,0.008899999782443047,47.44426345825195,-0.33430197834968567,-0.3343019485473633,0.0,0.0,4,,,,,,,,,,,,,DREAMLAND,SHIELD,SHEIK,SWORD_DANCE_3_LOW_AIR,JIGGLYPUFF
1452,7.350086092282514,1,0.5,0.5,1.0,1.0,0.5,0.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,9,-26.3072452545166,0.008899999782443047,35.780006408691406,0.0,0.0,0.0,0.0,3,3,0.5,0.5,0.0,0.0,0.8125,0.11875000596046448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,2,False,0,False,6,False,False,False,True,68,-18.9571590423584,0.008899927139282227,48.494258880615234,0.0,0.0,0.0,0.0,4,,,,,,,,,,,,,DREAMLAND,GRAB_PUMMEL,SHEIK,GRABBED,JIGGLYPUFF
1467,7.339555816930869,13,0.5,0.5,1.0,1.0,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,9,-26.3072452545166,0.008899999782443047,36.83000183105469,0.0,0.0,0.0,0.0,3,4,0.5,0.5,0.0,0.0,0.5,0.05625000596046448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,14,False,0,False,6,False,False,False,True,71,-18.967689514160156,0.008899927139282227,49.544254302978516,0.0,0.0,0.0,0.0,4,,,,,,,,,,,,,DREAMLAND,GRAB_PUMMEL,SHEIK,GRAB_PUMMELED,JIGGLYPUFF
1482,7.34982866360008,2,0.5,0.5,1.0,1.0,0.5,0.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,9,-26.3072452545166,0.008899999782443047,37.87999725341797,0.0,0.0,0.0,0.0,3,19,0.5,0.5,0.0,0.0,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,29,False,0,False,6,False,False,False,True,71,-18.957416534423828,0.008899927139282227,50.5942497253418,0.0,0.0,0.0,0.0,4,,,,,,,,,,,,,DREAMLAND,GRAB_PUMMEL,SHEIK,GRAB_PUMMELED,JIGGLYPUFF
1497,7.339746560858673,15,0.5,0.0,0.7357142567634583,0.7357142567634583,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,9,-26.3072452545166,0.008899999782443047,38.92999267578125,0.0,0.0,0.0,0.0,3,6,0.5,0.5,0.0,0.0,0.9937499761581421,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,42,False,0,False,6,False,False,False,True,74,-18.967498779296875,0.008899927139282227,51.64424514770508,0.0,0.0,0.0,0.0,4,,,,,,,,,,,,,DREAMLAND,GRAB_PUMMEL,SHEIK,GRAB_PUMMELED,JIGGLYPUFF
1512,8.757170001103248,7,0.5,0.0,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,True,2,False,False,False,True,9,-26.3072452545166,0.008899999782443047,39.97998809814453,0.0,0.0,0.0,0.0,3,7,0.5,0.5,0.0,0.0,0.84375,0.856249988079071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,6,False,False,False,True,74,-22.899425506591797,8.075794219970703,52.69424057006836,0.0,0.0,0.0,0.0,4,,,,,,,,,,,,,DREAMLAND,THROW_DOWN,SHEIK,THROWN_DOWN,JIGGLYPUFF
1527,1.676797127637696,22,0.5,0.0,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,9,-26.3072452545166,0.008899999782443047,41.02998352050781,0.0,0.0,0.0,0.0,3,22,0.5,0.5,0.0,0.0,0.84375,0.856249988079071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,6,False,False,False,True,74,-26.324430465698242,-1.667809009552002,53.74423599243164,0.0,0.0,0.0,0.0,4,,,,,,,,,,,,,DREAMLAND,THROW_DOWN,SHEIK,THROWN_DOWN,JIGGLYPUFF
1542,1.6902411062037364,34,0.5,0.0,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,9,-26.3072452545166,0.008899999782443047,42.079978942871094,0.0,0.0,0.0,0.0,3,31,0.5,0.5,0.0,0.0,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,6,False,False,False,True,79,-26.46839714050293,-1.6736412048339844,54.79423141479492,0.0,0.0,0.0,0.0,4,,,,,,,,,,,,,DREAMLAND,THROW_DOWN,SHEIK,THROWN_DOWN,JIGGLYPUFF
1557,27.889561429300926,49,0.5,0.5,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,9,-26.3072452545166,0.008899999782443047,43.129974365234375,0.0,0.0,0.0,0.0,3,15,0.5,0.5,0.0,0.0,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,23,False,0,False,5,False,False,False,False,82,-11.008094787597656,23.327638626098633,55.8442268371582,0.0,0.0,0.9620561599731445,-0.8960000872612,4,,,,,,,,,,,,,DREAMLAND,THROW_DOWN,SHEIK,DAMAGE_FLY_TOP,JIGGLYPUFF
1572,28.181637850097758,2,0.5,0.5,0.0,0.0,1.0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,1,False,False,False,False,9,-17.30724334716797,5.488900184631348,44.179969787597656,1.3600000143051147,0.0,0.0,2.680000066757202,3,30,0.5,0.5,0.0,0.0,0.9937499761581421,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,8,False,0,False,5,False,False,False,False,82,0.6008991003036499,27.249027252197266,56.894222259521484,0.0,0.0,0.609325110912323,-1.2999999523162842,4,,,,,,,,,,,,,DREAMLAND,JUMPING_FORWARD,SHEIK,DAMAGE_FLY_TOP,JIGGLYPUFF
1587,19.019562939617263,9,0.9937499761581421,0.5,0.0,0.0,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,False,1,False,False,False,False,9,-6.867243766784668,24.208906173706055,45.22996520996094,1.0000003576278687,0.0,0.0,1.6000006198883057,3,4,0.018750011920928955,0.5,0.3499999940395355,0.3499999940395355,0.03125,0.65625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,54,False,0,False,5,False,False,False,False,95,6.3637542724609375,37.87215805053711,57.944217681884766,0.0,0.0,3.1159095764160156,-0.19200000166893005,4,,,,,,,,,,,,,DREAMLAND,FAIR,SHEIK,DAMAGE_FLY_HIGH,JIGGLYPUFF
1602,52.44468346952578,24,0.5,0.5,0.0,0.0,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,False,1,False,False,False,False,9,5.532757759094238,33.80891418457031,46.27996063232422,0.800000011920929,0.0,0.0,-0.19999942183494568,3,19,0.5,0.5,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,39,False,0,False,5,False,False,False,False,95,48.48247146606445,63.904876708984375,58.99421310424805,0.0,0.0,2.538419008255005,-1.152000069618225,4,,,,,,,,,,,,,DREAMLAND,FAIR,SHEIK,DAMAGE_FLY_HIGH,JIGGLYPUFF
1617,91.64839188100902,2,0.5,0.5,0.0,0.0,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,1,False,False,False,False,9,15.59276008605957,10.348920822143555,47.3299560546875,0.4299998879432678,0.0,0.0,-2.130000114440918,3,34,0.5,0.5,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,24,False,0,False,5,False,False,True,False,95,81.93883514404297,73.5757064819336,60.0,0.0,0.0,1.9609277248382568,-1.2999999523162842,4,,,,,,,,,,,,,DREAMLAND,WAIT_ITEM,SHEIK,DAMAGE_FLY_HIGH,JIGGLYPUFF
1632,116.91713812568284,10,0.5,0.5,0.0,0.0,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,9,17.552759170532227,0.008899999782443047,48.37995147705078,0.0,0.0,0.0,0.0,3,49,0.5,0.5,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,9,False,0,False,5,False,False,True,False,95,106.73281860351562,75.61666107177734,60.0,0.0,0.0,1.383435606956482,-1.2999999523162842,4,,,,,,,,,,,,,DREAMLAND,NEUTRAL_B_CHARGING,SHEIK,DAMAGE_FLY_HIGH,JIGGLYPUFF
1647,120.8797383055262,7,0.5,0.5,0.0,0.0,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,9,17.552759170532227,0.008899999782443047,49.42994689941406,0.0,0.0,0.0,0.0,3,5,0.012499988079071045,0.5,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,False,5,False,False,True,False,95,116.01441955566406,70.1317367553711,60.0,-1.350000023841858,0.0,0.805943489074707,-1.2999999523162842,4,,,,,,,,,,,,,DREAMLAND,NEUTRAL_B_CHARGING,SHEIK,FAIR,JIGGLYPUFF
1662,102.97088863484669,4,0.5,0.5,0.0,0.0,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,9,17.552759170532227,0.008899999782443047,50.479942321777344,0.0,0.0,0.0,0.0,3,20,0.5,0.5,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,False,5,False,False,True,False,95,103.23365783691406,57.1209602355957,60.0,-1.350000023841858,0.0,0.22845114767551422,-1.2999999523162842,4,,,,,,,,,,,,,DREAMLAND,NEUTRAL_B_CHARGING,SHEIK,FAIR,JIGGLYPUFF
1677,76.20531477528323,1,0.5,0.5,0.0,0.0,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,9,17.552759170532227,0.008899999782443047,51.529937744140625,0.0,0.0,0.0,0.0,3,35,0.5,0.5,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,False,5,False,False,True,False,95,83.54844665527344,38.111637115478516,60.0,-1.350000023841858,0.0,0.0,-1.2999999523162842,4,,,,,,,,,,,,,DREAMLAND,NEUTRAL_B_CHARGING,SHEIK,FAIR,JIGGLYPUFF
1692,72.55643681602274,7,0.5,0.5,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,2,False,False,False,True,9,17.552759170532227,0.008899999782443047,52.579933166503906,0.0,0.0,0.0,0.0,3,10,0.012499988079071045,0.5,0.3499999940395355,0.3499999940395355,0.5,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,False,4,False,False,False,False,95,69.0337142944336,51.13763427734375,60.0,-1.0487502813339233,0.0,0.0,0.8179998397827148,4,,,,,,,,,,,,,DREAMLAND,NEUTRAL_B_ATTACKING,SHEIK,FAIR,JIGGLYPUFF
1707,49.379047005821455,5,0.5,0.5,0.0,0.0,0.9937499761581421,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,False,0,False,1,False,False,False,False,9,34.305267333984375,9.50890064239502,53.62992858886719,0.7900000214576721,0.0,0.0,1.660000205039978,3,25,0.5,0.5,0.0,0.0,0.018750011920928955,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,False,4,False,False,False,False,95,51.68684005737305,55.727630615234375,60.0,-1.2993749380111694,0.0,0.0,-0.14200028777122498,4,,,,,,,,,,,,,DREAMLAND,JUMPING_FORWARD,SHEIK,FAIR,JIGGLYPUFF
1722,21.18703043819644,8,0.5,0.5,0.0,0.0,0.012499988079071045,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,False,1,False,False,False,False,9,44.0727653503418,20.00890350341797,54.67992401123047,0.3269999623298645,0.0,0.0,-0.13999983668327332,3,1,0.5,0.5,0.0,0.0,0.025000005960464478,0.35624998807907104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,False,4,False,False,False,False,95,32.97622299194336,38.05764389038086,60.0,-1.2825000286102295,0.0,0.0,-1.600000023841858,4,,,,,,,,,,,,,DREAMLAND,FAIR,SHEIK,FALLING,JIGGLYPUFF
